Debacle,de·ba·cle,noun,"Before the subprime debacle in 2008-10, there was the savings-and-loans fiasco in the 1980s.",A sudden and ignominious failure,"fiasco, catastrophe, disaster","<a href=""http://www.economist.com/news/leaders/21705317-americas-housing-system-was-centre-last-crisis-it-has-still-not-been-properly"" target=""_blank"">""Nightmare on Main Street"" published in <i>The Economist</i></a>",— Jun 10th 2017 —,[sound:debacle.mp3]
Divest,di·vest,verb,So far the protesters have managed to persuade 220 cities and institutions to divest some of their holdings...,"Rid oneself of something that one no longer wants or requires, such as a business interest or investment",,"<a href=""http://www.economist.com/news/finance-and-economics/21656204-investors-are-being-pressed-sell-their-holdings-coal-oil-and-gas-fight"" target=""_blank"">""Fight the power"" published in <i>The Economist</i></a>",— Jun 9th 2017 —,[sound:divest.mp3]
Eddy,ed·dy,verb,"Above all, Hokusai was a master of line and pattern, inscribing his forms within contours that eddy and spill like the currents of a mountain stream.","(of water, air, or smoke) move in a circular way","swirl, whirl, spiral","<a href=""http://www.economist.com/news/books-and-arts/21653593-hokusai-known-one-image-narrow-view-should-be-revised-riding-crest"" target=""_blank"">""Riding the crest"" published in <i>The Economist</i></a>",— Jun 8th 2017 —,[sound:eddy.mp3]
Connote,con·note,verb,The expression 'at the touch of a button' connotes speed and immediacy.,(of a word) imply or suggest (an idea or feeling) in addition to the literal or primary meaning," indicate, signify, hint at","<a href=""http://www.economist.com/news/business-and-finance/21647715-connected-devices-home-are-becoming-more-widespread-sensors-and-sensibility"" target=""_blank"">""Of sensors and sensibility"" published in <i>The Economist</i></a>",— Jun 7th 2017 —,[sound:connote.mp3]
Erstwhile,erst·while,adjective,"The stake of the Co-operative Group, its erstwhile owner, was reduced to just 20%.",Former,"old, past, one-time","<a href=""http://www.economist.com/news/britain/21717088-task-recovering-past-errors-goes-and-co-op-bank-puts-itself-up-sale"" target=""_blank"">""The Co-op Bank puts itself up for sale"" published in <i>The Economist</i></a>",— Jun 6th 2017 —,[sound:erstwhile.mp3]
Flail,flail,verb,"This means that, a good accent, rhythm and grammar notwithstanding, the intermediate-to-advanced learner is likely to flail...",Flounder; struggle uselessly,"thrash, thresh, squirm","<a href=""http://www.economist.com/blogs/prospero/2015/05/johnson-polyglots"" target=""_blank"">""The humble linguist"" published in <i>The Economist</i></a>",— Jun 5th 2017 —,[sound:flail.mp3]
Pertain,per·tain,verb,"Religious exceptions to the law, such as those pertaining to animal welfare, should ideally be ended...","Be appropriate, related, or applicable","concern, relate to, be related to","<a href=""http://www.economist.com/blogs/erasmus/2016/12/slouching-towards-secularism"" target=""_blank"">""Like other old institutions, England’s state religion uses artful adaptation"" published in <i>The Economist</i></a>",— Jun 4th 2017 —,[sound:pertain.mp3]
Efficacy,ef·fi·ca·cy,noun,Organovo already offers kidney and liver tissue for screening potential drugs for efficacy and safety.,The ability to produce a desired or intended result,"success, potency, productiveness","<a href=""http://www.economist.com/news/science-and-technology/21715638-how-build-organs-scratch"" target=""_blank"">""Printed human body parts could soon be available for transplant"" published in <i>The Economist</i></a>",— Jun 3rd 2017 —,[sound:efficacy.mp3]
Docile,doc·ile,adjective,"Docile with humans, they are fierce defenders of territory and their young.",Ready to accept control or instruction; submissive,"compliant, obedient, pliant","<a href=""http://www.economist.com/news/americas/21717415-if-big-cats-dont-kill-livestock-farmers-wont-shoot-them-breeding-cows-can-defend"" target=""_blank"">""Breeding cows that can defend themselves against jaguars"" published in <i>The Economist</i></a>",— Jun 2nd 2017 —,[sound:docile.mp3]
Expiate,ex·pi·ate,verb,"So, among the countless humiliations endured by a defeated nation, this was a petty one, now forgotten. It will be expiated on May 26th...",Atone for (guilt or sin),"make amends for, make up for","<a href=""http://www.economist.com/news/asia/21699165-g7-gathers-japan-religion-politics-and-bomb-will-all-help-shinzo-abe-rebuilding"" target=""_blank"">""Rebuilding bridges"" published in <i>The Economist</i></a>",— Jun 1st 2017 —,[sound:expiate.mp3]
Fracas,fra·cas,noun,"By the time the broadcaster took the video off its website a day later, it had caused a diplomatic fracas between Turkey and Germany.",A noisy disturbance or quarrel,"scuffle, brawl, affray","<a href=""http://www.economist.com/news/europe/21696903-german-satire-and-turkeys-thin-skinned-president-turkey-tries-have-german-comedian-locked"" target=""_blank"">""There once was a prickly sultan"" published in <i>The Economist</i></a>",— May 31st 2017 —,[sound:fracas.mp3]
Ardent,ar·dent,adjective,But it is not the kind of radical disruption that fintech’s more ardent evangelists often foretell.,Enthusiastic or passionate,"avid, impassioned, fervent","<a href=""http://www.economist.com/news/finance-and-economics/21717393-advanced-technology-backward-banks-and-soaring-wealth-make-china-leader"" target=""_blank"">""In fintech, China shows the way"" published in <i>The Economist</i></a>",— May 30th 2017 —,[sound:ardent.mp3]
Forestall,forestall,verb,"To forestall a social crisis, he mused, governments should consider a tax on robots; if automation slows as a result, so much the better.",Prevent or obstruct (an anticipated event or action) by taking action ahead of time,"pre-empt, get in before, get ahead of","<a href=""http://www.economist.com/news/finance-and-economics/21717374-bill-gatess-proposal-revealing-about-challenge-automation-poses-why-taxing"" target=""_blank"">""Why taxing robots is not a good idea"" published in <i>The Economist</i></a>",— May 29th 2017 —,[sound:forestall.mp3]
Gainsay,gain·say,verb,"She was too young to know better, let alone gainsay her wicked uncle.",Speak against or oppose (someone),"be against, object to, be hostile to","<a href=""http://www.economist.com/news/britain/21659734-tabloid-newspaper-enrages-palace-royally-embarrassed"" target=""_blank"">""Royally embarrassed"" published in <i>The Economist</i></a>",— May 28th 2017 —,[sound:gainsay.mp3]
Emboss,em·boss,verb,"She took up Braille, which represents letters as embossed dots, when her sight faded 15 years ago.","Carve, mold, or stamp a design on (a surface) so that it stands out in relief","imprint, print, stamp","<a href=""http://www.economist.com/news/international/21595475-new-technology-could-save-writing-system-blind-joining-dots"" target=""_blank"">""Joining the dots"" published in <i>The Economist</i></a>",— May 27th 2017 —,[sound:emboss.mp3]
Gambit,gam·bit,noun,What began as a gambit to hold together his divided Tory party is turning into an alarmingly close contest.,"A device, action, or opening remark, typically one entailing a degree of risk, that is calculated to gain an advantage","plan, scheme, strategy","<a href=""http://www.economist.com/news/leaders/21693584-leaving-eu-would-hurt-britainand-would-also-deal-terrible-blow-west-real-danger"" target=""_blank"">""The real danger of Brexit"" published in <i>The Economist</i></a>",— May 26th 2017 —,[sound:gambit.mp3]
Nostrum,nos·trum,noun,It became a nostrum among rank-and-file Republicans that mainstream opinion polls are biased and should be ignored...,"A pet scheme or favorite remedy, especially one for bringing about some social or political reform or improvement","cure, prescription, answer","<a href=""http://www.economist.com/news/united-states/21565976-real-blow-republicans-may-be-not-they-failed-take-white-house"" target=""_blank"">""State of denial"" published in <i>The Economist</i></a>",— May 25th 2017 —,[sound:nostrum.mp3]
Pine,pine,verb,Few DJs pine for the days of ones-and-twos; the possibilities of modern technology are too alluring.,Miss and long for the return of,,"<a href=""http://www.economist.com/blogs/prospero/2016/08/tables-are-turning"" target=""_blank"">""Now that anyone can be a DJ, is the art form dead?"" published in <i>The Economist</i></a>",— May 24th 2017 —,[sound:pine.mp3]
Apostate,a·pos·tate,noun,"The army denied any involvement, but pro-military social media sites were quick to label the abductees blasphemers, apostates and traitors...",A person who renounces a religious or political belief or principle,"dissenter, heretic, nonconformist","<a href=""http://www.economist.com/news/asia/21718567-cricket-match-and-obscure-administrative-reform-are-welcome-signs-stability-pakistan"" target=""_blank"">""Pakistan confronts something unfamiliar: optimism"" published in <i>The Economist</i></a>",— May 23rd 2017 —,[sound:apostate.mp3]
Phalanx,pha·lanx,noun,"A collection of giant slabs surrounded by thick iron railings, protected by a phalanx of armed guards...",A body of troops or police officers standing or moving in close formation,,"<a href=""http://www.economist.com/news/business/21694488-difficult-times-mexico-and-its-firms-retain-their-faith-globalisation-open-business"" target=""_blank"">""Open for business"" published in <i>The Economist</i></a>",— May 22nd 2017 —,[sound:phalanx.mp3]
Placate,pla·cate,verb,The government has tried to placate voters without abandoning its policies.,Make (someone) less angry or hostile,"appease, pacify, mollify","<a href=""http://www.economist.com/news/americas/21704824-battle-over-utility-bills-mauricio-macris-first-big-crisis-its-cold-outside"" target=""_blank"">""It’s cold outside"" published in <i>The Economist</i></a>",— May 21st 2017 —,[sound:placate.mp3]
Glower,glo·wer,verb,"Images of the tycoon glower from walls plastered with covers of Playboy, GQ, Newsweek and more.",Have an angry or sullen look on one's face; scowl,"scowl, glare, stare angrily","<a href=""http://www.economist.com/news/briefing/21698252-donald-trump-going-be-republican-candidate-presidency-terrible-news"" target=""_blank"">""Fear trumps hope"" published in <i>The Economist</i></a>",— May 20th 2017 —,[sound:glower.mp3]
Waft,waft,verb,The acrid scent of smoke wafts from his clothes.,Pass or cause to pass easily or gently through or as if through the air,"drift, float, glide","<a href=""http://www.economist.com/news/asia/21710844-weather-helping-little-despite-tough-talk-indonesias-government-struggling-stem"" target=""_blank"">""Despite tough talk, Indonesia’s government is struggling to stem deforestation"" published in <i>The Economist</i></a>",— May 19th 2017 —,[sound:waft.mp3]
Vitiate,vit·i·ate,verb,The firm admitted that it vitiated its stated standards for evaluating securities in an area where those standards put in question its ability to win business.,Destroy or impair the legal validity of,"put an end to, do away with, scrap","<a href=""http://www.economist.com/news/finance-and-economics/21715016-series-worrying-cases-receive-worryingly-little-attention-regulatory"" target=""_blank"">""Regulatory settlements raise questions about America’s financial markets"" published in <i>The Economist</i></a>",— May 18th 2017 —,[sound:vitiate.mp3]
Dally,dal·ly,verb,"Dally as the parliamentarians may, the fib underpinning Lebanon’s political system will only become more egregious.",Act or move slowly,"dawdle, delay, loiter","<a href=""http://www.economist.com/news/middle-east-and-africa/21709535-new-data-reveal-looming-crisis-lebanons-ruling-elite-exposing-fiction"" target=""_blank"">""Census and sensibility"" published in <i>The Economist</i></a>",— May 17th 2017 —,[sound:dally.mp3]
Welter,wel·ter,noun,At the same time they are subjected to a welter of conflicting pressures—acting as spin-doctors and bean-counters as well as corporate strategists and auditors.,A large number of items in no order; a confused mass,"confusion, jumble, tangle","<a href=""http://www.economist.com/news/business/21700633-chief-finance-officers-are-amassing-worrying-amount-power-imperial-cfo"" target=""_blank"">""The imperial CFO"" published in <i>The Economist</i></a>",— May 16th 2017 —,[sound:welter.mp3]
Torrid,tor·rid,adjective,"The pound, after a few torrid days of trading immediately after the vote, has stabilised.",Full of difficulty or tribulation,,"<a href=""http://www.economist.com/blogs/economist-explains/2016/09/economist-explains-12"" target=""_blank"">""How Britain’s post-referendum economy is faring"" published in <i>The Economist</i></a>",— May 15th 2017 —,[sound:torrid.mp3]
Viscous,vis·cous,adjective,Not all barrels of oil are alike. Crudes can be viscous like tar or so 'light' they float on water.,"Having a thick, sticky consistency between solid and liquid","gummy, glue-like, gluey","<a href=""http://www.economist.com/news/finance-and-economics/21685485-american-oil-exports-have-boosted-wti-benchmark-now-crude-measure"" target=""_blank"">""Crude measure"" published in <i>The Economist</i></a>",— May 14th 2017 —,[sound:viscous.mp3]
Undermine,un·der·mine,verb,Attempts at censorship only help to reinforce Western misgivings about China’s politics and undermine its soft power.,"Lessen the effectiveness, power, or ability of","subvert, sabotage, threaten","<a href=""http://www.economist.com/news/china/21719508-can-money-buy-sort-thing-china-spending-billions-make-world-love-it"" target=""_blank"">""China is spending billions to make the world love it"" published in <i>The Economist</i></a>",— May 13th 2017 —,[sound:undermine.mp3]
Tawdry,taw·dry,adjective,"A team of 21 organisers resigned from the National Public Broadcasting Company of Ukraine (NPBCU), throwing the festival of tawdry pop into doubt.",Showy but cheap and of poor quality,"gaudy, flashy, garish","<a href=""http://www.economist.com/blogs/economist-explains/2017/02/economist-explains-15"" target=""_blank"">""Why Ukraine’s Eurovision song contest is in crisis"" published in <i>The Economist</i></a>",— May 12th 2017 —,[sound:tawdry.mp3]
Synoptic,syn·op·tic,adjective,"They were mind-expandingly right in their synoptic vision, if frequently inexact and sometimes mistaken in their specifics.",Taking or involving a comprehensive mental view,"concise, succinct, compressed","<a href=""http://worldif.economist.com/article/12151/see-through-sea"" target=""_blank"">""The see-through sea"" published in <i>The Economist</i></a>",— May 11th 2017 —,[sound:synoptic.mp3]
Repast,re·past,noun,"Lunchtime, it is held, would be the optimal time to invade France. Little can distract a Frenchman from his sacred noonday repast.",A meal,"feast, banquet","<a href=""http://www.economist.com/blogs/banyan/2013/11/test-taking-south-korea"" target=""_blank"">""Point me at the SKY"" published in <i>The Economist</i></a>",— May 10th 2017 —,[sound:repast.mp3]
Anomaly,a·no·ma·ly,noun,"Spanish time is a historical anomaly. When Franco drew close to Hitler in the second world war, he changed his country’s clocks to mimic those of Berlin.","Something that deviates from what is standard, normal, or expected","oddity, peculiarity, abnormality","<a href=""http://www.economist.com/news/europe/21704816-and-knackered-it-out-sync-sun"" target=""_blank"">""Out of sync with the sun..."" published in <i>The Economist</i></a>",— May 9th 2017 —,[sound:anomaly.mp3]
Collude,col·lude,verb,Corrupt officials collude with superiors as well as subordinates.,Cooperate in a secret or unlawful way in order to deceive or gain an advantage over others,"conspire, connive, plot","<a href=""http://www.economist.com/news/books-and-arts/21708644-how-chinas-elite-has-taken-control-economyand-country-have-and-hold"" target=""_blank"">""To have and to hold"" published in <i>The Economist</i></a>",— May 8th 2017 —,[sound:collude.mp3]
Assay,as·say,verb,"The last chapter assays some brave, liberal cheer, calling for an upsurge in human empathy.",Attempt,"try, strive, seek","<a href=""http://www.economist.com/news/books/21707385-blessed-are-cheesemakers"" target=""_blank"">""Blessed are the cheesemakers"" published in <i>The Economist</i></a>",— May 7th 2017 —,[sound:assay.mp3]
Unsparing,un·spar·ing,adjective,"In tight, unsparing prose, she confronts the delusions her father held, and the lies she told herself.",Merciless; severe,"pitiless, unpitying, ruthless","<a href=""http://www.economist.com/news/books-and-arts/21711295-best-books-2016-are-about-china-language-microbes-hereditary-power-inequality"" target=""_blank"">""Books of the Year 2016"" published in <i>The Economist</i></a>",— May 6th 2017 —,[sound:unsparing.mp3]
Cogent,co·gent,adjective,"A more cogent commentary on our economic woes came from a past master, Ken Loach.","(of an argument or case) clear, logical, and convincing","compelling, strong, forceful","<a href=""http://www.economist.com/blogs/prospero/2016/05/film-festivals"" target=""_blank"">""Noblesse oblige at Cannes"" published in <i>The Economist</i></a>",— May 5th 2017 —,[sound:cogent.mp3]
Arduous,ar·du·ous,adjective,"The work is arduous and poorly paid, with delivery companies competing fiercely on cost.",Involving or requiring strenuous effort,"onerous, taxing, difficult","<a href=""http://www.economist.com/news/britain/21710271-britons-do-more-their-shopping-online-almost-anyone-else-move-cyberspace"" target=""_blank"">""All that is solid melts into air"" published in <i>The Economist</i></a>",— May 4th 2017 —,[sound:arduous.mp3]
Munificent,mu·ni·fi·cent,adjective,"Anyone with a few million dollars to spare can join in. The initial awards for physics, for example, were followed by equally munificent prizes in life sciences and mathematics.",Larger or more generous than is usual or necessary,"bountiful, lavish, handsome","<a href=""http://www.economist.com/news/21711211-yuri-milner-technology-billionaire-wants-turn-scientists"" target=""_blank"">""The Breakthrough prizes"" published in <i>The Economist</i></a>",— May 3rd 2017 —,[sound:munificent.mp3]
Inquest,in·quest,noun,A jury at a second inquest ruled that they were unlawfully killed.,"A judicial inquiry to ascertain the facts relating to an incident, such as a death","enquiry, investigation, inquisition","<a href=""http://www.economist.com/blogs/economist-explains/2016/04/economist-explains-18"" target=""_blank"">""The significance of the Hillsborough inquests"" published in <i>The Economist</i></a>",— May 2nd 2017 —,[sound:inquest.mp3]
Prophetic,pro·phe·tic,adjective,"As the depleted council began, Metropolitan Kallistos Ware... said he still hoped it could avoid being mired in Orthodoxy’s internal woes and 'speak in a firm, prophetic voice' to humanity.",Accurately describing or predicting what will happen in the future,"predictive, visionary","<a href=""http://www.economist.com/news/europe/21700651-amid-shrieking-family-rows-christian-east-strives-find-its-voice-autumn"" target=""_blank"">""The autumn of the patriarchs"" published in <i>The Economist</i></a>",— May 1st 2017 —,[sound:prophetic.mp3]
Overwrought,ov·er·wrought,adjective,She made prodigious strides as a writer and learned to temper her overwrought outpourings.,(of a piece of writing or a work of art) too elaborate or complicated in design or construction,"overblown, contrived, exaggerated","<a href=""http://www.economist.com/blogs/prospero/2016/04/literary-bicentenary"" target=""_blank"">""Charlotte Brontë’s classroom fantasy"" published in <i>The Economist</i></a>",— Apr 30th 2017 —,[sound:overwrought.mp3]
Statute,stat·ute,noun,"The debate began in 2016, when the government decriminalised battery, the least violent form of assault on the Russian statute books.",A written law passed by a legislative body,"regulation, enactment, act","<a href=""http://www.economist.com/news/europe/21715726-it-fits-traditional-values-lawmakers-say-why-russia-about-decriminalise-wife-beating"" target=""_blank"">""Why Russia is about to decriminalise wife-beating"" published in <i>The Economist</i></a>",— Apr 29th 2017 —,[sound:statute.mp3]
Decorum,de·co·rum,noun,"Emotions ran high during the voting, and some of the rhetoric was intemperate, but the deputies mostly observed parliamentary decorum.",Behavior in keeping with good taste and propriety,"etiquette, customary behaviour","<a href=""http://www.economist.com/news/americas/21697291-economy-freefall-president-likely-be-impeached-brazils-democracy-faces-its"" target=""_blank"">""The darkest hour"" published in <i>The Economist</i></a>",— Apr 28th 2017 —,[sound:decorum.mp3]
Précis,pré·cis,noun,"His latest book, 'Intuition Pumps and Other Tools for Thinking', is a précis of those 50 years, distilled into 77 readable and mostly bite-sized chapters.",A summary or abstract of a text or speech,"synopsis, summation","<a href=""http://www.economist.com/news/books-and-arts/21579427-tools-pondering-imponderables-pump-primer"" target=""_blank"">""Pump-primer"" published in <i>The Economist</i></a>",— Apr 27th 2017 —,[sound:précis.mp3]
Quiescence,qui·es·cence,noun,"Horrible conditions do not guarantee revolts, and moderately bad conditions do not necessarily thwart them. The question is what to make of the relative quiescence of America’s poor.",A state or period of inactivity or dormancy,"inactivity, inertia, latency","<a href=""http://www.economist.com/blogs/democracyinamerica/2014/01/inequality-0"" target=""_blank"">""Why aren’t the poor storming the barricades?"" published in <i>The Economist</i></a>",— Apr 26th 2017 —,[sound:quiescence.mp3]
Epaulet,e·pau·let,noun,"Klimt was the first president of the Secession and led the way sartorially too; he favoured long, voluminous indigo smocks with embroidered white epaulets.","An ornamental shoulder piece on an item of clothing, especially on the coat or jacket of a military uniform",,"<a href=""http://www.economist.com/node/10130719"" target=""_blank"">""A lover of women"" published in <i>The Economist</i></a>",— Apr 25th 2017 —,[sound:epaulet.mp3]
Descry,des·cry,verb,"Descrying the good, the dull, the controversial and the plainly bad in all walks of life... is part of what the obituarist perceives as his duty.",Catch sight of,"perceive, make out, pick out","<a href=""http://www.economist.com/news/obituary/21699991-anecdotal-discursive-and-often-extraordinarily-funny-newspaper-obituary-one-british"" target=""_blank"">""The art of the obituary"" published in <i>The Economist</i></a>",— Apr 24th 2017 —,[sound:descry.mp3]
Craven,cra·ven,adjective,"The thing is, Britain’s leaders risk going beyond engagement and realpolitik to something more craven, something closer to knee-jerk sycophancy.",Contemptibly lacking in courage,"faint-hearted, lily-livered, spineless","<a href=""http://www.economist.com/blogs/bagehot/2017/01/special-relationship"" target=""_blank"">""Britain should seek Donald Trump’s respect, not his affection"" published in <i>The Economist</i></a>",— Apr 23rd 2017 —,[sound:craven.mp3]
Skittish,skit·tish,adjective,"In nearby Belgium, gloom is deepening. In some cases official behaviour has gone from Gallic defiance to skittish anxiety.",Excitable or easily scared,"restive, excitable, nervous","<a href=""http://www.economist.com/news/business/21705368-accumulating-costs-terrorism-french-businesses-not-all-shows-must-go"" target=""_blank"">""Not all shows must go on"" published in <i>The Economist</i></a>",— Apr 22nd 2017 —,[sound:skittish.mp3]
Diffident,dif·fi·dent,adjective,"A diffident figure, he lacks his predecessor’s showmanship, and indeed would not have been running at all had his United Democratic Party’s chosen candidate... not been jailed.",Modest or shy because of a lack of self-confidence,"bashful, self-effacing, unassuming","<a href=""http://www.economist.com/news/middle-east-and-africa/21711208-old-style-african-despot-does-right-thing-and-goes-shock-victory"" target=""_blank"">""A shock victory for the underdog in Gambia"" published in <i>The Economist</i></a>",— Apr 21st 2017 —,[sound:diffident.mp3]
Declaim,de·claim,verb,"Block solidarity grows when leaders declaim against even a mild, or imagined, offence.",Utter or deliver words or a speech in a rhetorical or impassioned way,"speak out, protest strongly","<a href=""http://www.economist.com/news/asia/21571934-hangings-limits-speech-and-intolerant-politicians-mark-troubling-moment-liberalism"" target=""_blank"">""An illiberal turn"" published in <i>The Economist</i></a>",— Apr 20th 2017 —,[sound:declaim.mp3]
Erudite,e·ru·dite,adjective,"At once erudite and entertaining, he shows how the novel’s magic lies in its multitasking versatility.",Having or showing great knowledge or learning,"learned, scholarly, well educated","<a href=""http://www.economist.com/news/books-and-arts/21717357-extraordinary-story-book-changed-world-how-victor-hugo-came-write-les"" target=""_blank"">""How Victor Hugo came to write “Les Misérables”, his magnum opus"" published in <i>The Economist</i></a>",— Apr 19th 2017 —,[sound:erudite.mp3]
Apposite,ap·pos·ite,adjective,His policy activism was designed to replace that unexamined received opinion from the past with explicitly stated apposite analysis from the present.,Apt in the circumstances or in relation to something,"appropriate, suitable, fitting","<a href=""http://www.economist.com/news/christmas-specials/21712057-history-famous-faculty-shows-way-economics-taught-depends-what"" target=""_blank"">""The art and science of economics at Cambridge"" published in <i>The Economist</i></a>",— Apr 18th 2017 —,[sound:apposite.mp3]
Impious,im·pi·ous,adjective,"For an artist, trying to depict the Deity could be more impious only than drawing Muhammad.","Not showing respect or reverence, especially for a god","godless, ungodly, unholy","<a href=""http://www.economist.com/blogs/economist-explains/2015/01/economist-explains-12"" target=""_blank"">""Why Islam prohibits images of Muhammad"" published in <i>The Economist</i></a>",— Apr 17th 2017 —,[sound:impious.mp3]
Fecund,fe·cund,adjective,"The government will then rent the homes to young couples, the more fecund the better.",Producing or capable of producing an abundance of offspring or new growth,"fertile, fruitful, productive","<a href=""http://www.economist.com/news/asia/21713868-there-arent-many-and-cities-are-growing-desperate-desperately-seeking-young-people"" target=""_blank"">""Desperately seeking young people"" published in <i>The Economist</i></a>",— Apr 16th 2017 —,[sound:fecund.mp3]
Shirk,shirk,verb,"This, in turn, would make them less likely to shirk their responsibilities, because they would lose more if they were caught and got fired.",Avoid or neglect (a duty or responsibility),"evade, dodge, get out of","<a href=""http://www.economist.com/news/economics-brief/21702428-george-akerlofs-1970-paper-market-lemons-foundation-stone-information"" target=""_blank"">""Secrets and agents"" published in <i>The Economist</i></a>",— Apr 15th 2017 —,[sound:shirk.mp3]
Arbitration,ar·bi·tra·tion,noun,Its new 'model' treaty would compel foreign investors to seek redress in India’s clogged courts before doing it via international arbitration.,The use of an arbitrator to settle a dispute,"adjudication, mediation","<a href=""http://www.economist.com/news/britain/21709964-prime-minister-returns-empty-handed-her-first-long-haul-jaunt-cooler-climate"" target=""_blank"">""A cooler climate"" published in <i>The Economist</i></a>",— Apr 14th 2017 —,[sound:arbitration.mp3]
Glib,glib,adjective,"Although there is plenty to admire in the ambitious scope of this book, ultimately it is a glib work, full of corner-cutting sleights of hand...",(of words or the person speaking them) fluent and voluble but insincere and shallow,"slick, pat, neat","<a href=""http://www.economist.com/news/books-and-arts/21707180-bestselling-israeli-historian-looks-where-mankind-heading-future-shock"" target=""_blank"">""Future shock"" published in <i>The Economist</i></a>",— Apr 13th 2017 —,[sound:glib.mp3]
Importune,im·por·tune,verb,Insurers typically seek a tie-up with a bank to identify and importune likely customers.,Ask (someone) pressingly and persistently for or to do something,"beseech, implore, solicit","<a href=""http://www.economist.com/news/finance-and-economics/21654086-insurers-asia-cauldron-innovation-also-competition-astounding"" target=""_blank"">""Astounding claims"" published in <i>The Economist</i></a>",— Apr 12th 2017 —,[sound:importune.mp3]
Supplant,sup·plant,verb,Political scientists and data journalists have battled for years to supplant fact-free punditry with quantitative rigour.,Supersede and replace,"oust, usurp, overthrow","<a href=""http://www.economist.com/blogs/graphicdetail/2016/11/election-forecasting-wars"" target=""_blank"">""Hillary Clinton has got this. Probably. Very probably"" published in <i>The Economist</i></a>",— Apr 11th 2017 —,[sound:supplant.mp3]
Hew,hew,verb,"For one side to push the other to hew to the norm is costly, both because resources must be spent holding one's opponents to account...",Conform or adhere to,,"<a href=""http://www.economist.com/blogs/freeexchange/2016/11/democracy-danger"" target=""_blank"">""How strong are the institutions of liberal societies?"" published in <i>The Economist</i></a>",— Apr 10th 2017 —,[sound:hew.mp3]
Arrogate,ar·ro·gate,verb,"Europe’s heads of government should stand against its latest power grab, which is to arrogate to itself the right to choose the next European Commission president...",Take or claim (something) without justification,"assume, acquire, seize","<a href=""http://www.economist.com/news/leaders/21602206-although-economies-around-europe-may-be-mend-voters-disillusion-could-cause-new"" target=""_blank"">""Europe goes to the polls"" published in <i>The Economist</i></a>",— Apr 9th 2017 —,[sound:arrogate.mp3]
Invective,in·vec·tive,noun,He is an epic misanthrope and equal-opportunity bigot whose every utterance is filled with invective or despair.,"Insulting, abusive, or highly critical language","abuse, insults, vituperation","<a href=""http://www.economist.com/news/books-and-arts/21715632-rick-gekoskis-first-novel-gives-readers-literary-misanthrope-they-are-asked-identify"" target=""_blank"">""“Darke”, an unforgettable figure"" published in <i>The Economist</i></a>",— Apr 8th 2017 —,[sound:invective.mp3]
Martinet,mar·tin·et,noun,"Mr Enwezor has a reputation for being a left-wing martinet. In the coming months, his politics, as well as his aesthetics, will be put to the test...","A strict disciplinarian, especially in the armed forces","stickler for discipline, taskmaster","<a href=""http://www.economist.com/news/books-and-arts/21647950-years-venice-biennale-will-be-even-more-surprising-usual-thanks-its"" target=""_blank"">""New on the Rialto"" published in <i>The Economist</i></a>",— Apr 7th 2017 —,[sound:martinet.mp3]
Stanch,stanch,verb,"She vows to close radical mosques, stanch the flow of immigrants to a trickle, obstruct foreign trade, swap the euro for a resurrected French franc...",Stop or restrict (a flow of blood) from a wound,"staunch, restrain, control","<a href=""http://www.economist.com/news/leaders/21717814-why-french-presidential-election-will-have-consequences-far-beyond-its-borders-vote"" target=""_blank"">""The vote that could wreck the European Union"" published in <i>The Economist</i></a>",— Apr 6th 2017 —,[sound:stanch.mp3]
Dither,di·ther,verb,"In addition, while Europe has dithered, America has cleaned up its banks.",Be indecisive,"hesitate, falter, waver","<a href=""http://www.economist.com/news/leaders/21705317-americas-housing-system-was-centre-last-crisis-it-has-still-not-been-properly"" target=""_blank"">""Nightmare on Main Street"" published in <i>The Economist</i></a>",— Apr 5th 2017 —,[sound:dither.mp3]
Usury,us·u·ry,noun,The financier raised fresh capital for his bank by exploiting savings accounts... thus contravening the Catholic church’s ban on usury.,The action or practice of lending money at unreasonably high rates of interest,extortionate moneylending,"<a href=""http://www.economist.com/news/books-and-arts/21660074-not-nothing-was-jacob-fugger-known-jacob-rich-goldenballs"" target=""_blank"">""Goldenballs"" published in <i>The Economist</i></a>",— Apr 4th 2017 —,[sound:usury.mp3]
Turpitude,tur·pi·tude,noun,Those who reject her simply because she is a Clinton... are not paying attention to the turpitude of the alternative.,Depraved or wicked behaviour or character,"wickedness, immorality, corruption","<a href=""http://www.economist.com/news/leaders/21709540-why-we-would-cast-our-hypothetical-vote-hillary-clinton-americas-best-hope"" target=""_blank"">""America’s best hope"" published in <i>The Economist</i></a>",— Apr 3rd 2017 —,[sound:turpitude.mp3]
Sate,sate,verb,Productions from all over the globe are looking to sate audiences’ desire for compelling long-form television drama...,Satisfy (a desire or an appetite) to the full,"fully satisfy, gorge, stuff","<a href=""http://www.economist.com/blogs/prospero/2016/07/screenwriting"" target=""_blank"">""Looking to find the next hit television series? Try Berlin"" published in <i>The Economist</i></a>",— Apr 2nd 2017 —,[sound:sate.mp3]
